sample	B_cell	T_cell.CD4	T_cell.CD8	Neutrophil	Macrophage	DC
TCGA-44-2659-01A	0.169320518	0.153303341	0.232260751	0.046392684	0	0.498264446
TCGA-44-2661-11A	0.201507409	0.199624917	0.307974951	0.187517832	0.221538355	1.000442865
TCGA-44-2661-01A	0.381111476	0.060378079	0.389040397	0.137111747	0.114584879	0.969746078
TCGA-44-2662-11A	0	0.127664036	0.378573831	0.413627145	0.162768163	0.603548934
TCGA-44-2662-01A	0.109859133	0.101673019	0.139412127	0.3316658	0.328762141	0.686777217
TCGA-44-2665-11A	0	0.16130244	0.217999588	0.227501515	0.313780216	0.458165753
TCGA-44-2665-01A	0	0.149598131	0.097306251	0.167841211	0.115325563	0.664571201
TCGA-44-2666-01A	0	0.081466451	0.134019722	0.022871994	0	0.308356097
TCGA-44-2668-11A	0.015641728	0.128247321	0.290861395	0.44766589	0.483688512	0.998842297
TCGA-44-2668-01A	0	0.258418921	0.228703658	0.500762083	0	0.920199264
TCGA-44-3396-11A	0.150551621	0.202359239	0.481883725	0.311376053	0.39483283	0.937351329
TCGA-44-3396-01A	0.144598855	0.099481914	0.208407284	0.384828849	0.05932018	0.645418335
TCGA-44-3398-01A	0.02567986	0	0.381646366	0.170129152	0.045435689	0.652998569
TCGA-44-3918-01A	0.172925088	0.068164848	0.491963708	0.181164142	0.081435162	0.80791736
TCGA-44-3919-01A	0.229529669	0.232503437	0.17426639	0.13539037	0.080488136	0.726993199
TCGA-44-4112-01A	0	0.022961196	0.173405423	0.096039772	0.030205758	0.320340028
TCGA-44-5643-01A	0.054881309	0.16136959	0.162273244	0.059381498	0	0.312987357
TCGA-44-5644-01A	0.000841518	0.067242176	0.013650604	0.00129968	0	0.088051842
TCGA-44-5645-11A	0.074806928	0.185595254	0.413895989	0.203840549	0.20983657	0.595849345
TCGA-44-5645-01A	0.375877741	0.400054789	0.182583934	0.140745277	0	0.863617952
TCGA-44-6144-11A	0.038110482	0.13351056	0.382388164	0.21911405	0.280027994	0.806361145
TCGA-44-6145-11A	0	0.089257868	0.372670687	0.309454518	0.23129795	0.641215146
TCGA-44-6145-01A	0.201587349	0.187638381	0.439594425	0.240683118	0.12975459	0.596109127
TCGA-44-6146-11A	0.026182777	0.202880239	0.483504346	0.26955032	0.261403896	0.6368172
TCGA-44-6146-01A	0.002441648	0.122614371	0.156277318	0.073099912	0.12135497	0.113390743
TCGA-44-6147-11A	0	0.05461936	0.517559998	0.422580263	0.096783821	0.700508101
TCGA-44-6147-01A	0.211256551	0.213431852	0.233975141	0.125013266	0.103368585	0.428697956
TCGA-44-6148-11A	0.04792747	0.172379245	0.325625156	0.199876327	0.181328141	0.588612326
TCGA-44-6148-01A	0.10752019	0.133471325	0.217991321	0.085280087	0.150608595	0.414836959
TCGA-44-6774-01A	0	0.147891055	0.1000162	0.147642	0.199196571	0.391147872
TCGA-44-6775-01A	0.107455992	0.192990308	0.101425379	0.271419976	0.212043454	0.918635147
TCGA-44-6776-11A	0.014449357	0.046502582	0.409837757	0.169061645	0.136665906	0.488712774
TCGA-44-6776-01A	0.004139476	0.008617017	0.09986122	0	0	0.117406804
TCGA-44-6777-11A	0.171622277	0.15062875	0.430908902	0.252963447	0.228078834	0.757710682
TCGA-44-6777-01A	0.252479009	0.198881916	0.162436921	0.252857373	0.402500358	1.169770064
TCGA-44-6778-11A	0.110732604	0.17959739	0.46085286	0.538498309	0.192501477	0.874011441
TCGA-44-6778-01A	0.389420378	0.296396008	0.543610013	0.301917974	0.349896824	1.23773415
TCGA-44-6779-01A	0.006497113	0.092325488	0.5442073	0.272491248	0.140776594	0.607206436
TCGA-44-7659-01A	0.065081107	0.082188895	0.090072413	0.073462168	0	0.236133528
TCGA-44-7660-01A	0.082798201	0.080880456	0.042475427	0.023724348	0	0.22977122
TCGA-44-7661-01A	0.047178179	0.309301898	0.125577402	0.216765934	0.102797672	0.914673672
TCGA-44-7662-01A	0	0.168907915	0.121438421	0.156536921	0.081528234	0.401936071
TCGA-44-7667-01A	0.010216643	0.026821892	0	0.015184874	0	0.130668939
TCGA-44-7669-01A	0.082799138	0.095076018	0.204400962	0.135818102	0.152539493	0.455597625
TCGA-44-7670-01A	0.063188502	0.057970256	0.093071093	0.072537636	0	0.355018467
TCGA-44-7671-01A	0	0	0.055049228	0	0.003663729	0.209847039
TCGA-44-7672-01A	0.301464088	0.305784905	0.120373206	0.162337185	0.047842327	0.697215906
TCGA-44-8117-01A	0	0.095416842	0.113858268	0.022779579	0.001717137	0.326054645
TCGA-44-8119-01A	0	0.111361792	0.158188225	0.1065877	0.054083064	0.328930764
TCGA-44-8120-01A	0.075831273	0.071686738	0.242384287	0.092986385	0.081210635	0.389848155
TCGA-44-A479-01A	0.299216722	0.303807832	0.406479242	0.217795761	0.128041415	0.644981031
TCGA-44-A47A-01A	0.087554844	0.296892658	0.024978817	0.099922236	0	0.656212792
TCGA-44-A47B-01A	0.04613016	0.165047065	0.091372665	0.085668332	0.113845387	0.303768952
TCGA-44-A47G-01A	0.284050252	0.279543658	0.329846892	0.185602401	0.19921403	0.735253004
TCGA-44-A4SS-01A	0.109679201	0.281857004	0.206409159	0.186750097	0.196710208	0.617342353
TCGA-44-A4SU-01A	0.162607687	0.228495786	0	0.036863713	0	0.24719411
TCGA-49-4486-01A	0	0	0	0	0	0
TCGA-49-4487-01A	0.290765197	0.258217779	0.241818277	0.1664486	0	0.517196885
TCGA-49-4488-01A	0.041157264	0.119744241	0.073236794	0.055552315	0	0.344290987
TCGA-49-4490-11A	0	0	0.498291761	0.145177509	0.102812754	0.364949009
TCGA-49-4490-01A	0.022969184	0.124173992	0.068784976	0.031299174	0	0.276531118
TCGA-49-4494-01A	0	0.05035092	0.01906533	0.04201853	0	0.204643357
TCGA-49-4501-01A	0.121609934	0.148954814	0.125165426	0.061447376	0	0.341202345
TCGA-49-4505-01A	0.083833299	0.084198975	0.146532585	0.117448355	0.004782656	0.475693209
TCGA-49-4506-01A	0.012582391	0	0.13079946	0.002290207	0	0.035386857
TCGA-49-4507-01A	0.083872885	0.006831883	0.43209242	0.040437444	0	0.299338349
TCGA-49-4510-01A	0.01352701	0	0.036685478	0	0	0.106933768
TCGA-49-4512-11A	0.134255061	0	0.310009253	0.104983372	0.09204271	0.663380324
TCGA-49-4512-01A	0.04715672	0.111562787	0	0.053608275	0	0.356572651
TCGA-49-4514-01A	0.068335096	0.119763363	0.037232865	0.002258773	0	0.102351957
TCGA-49-6742-11A	0.00020631	0.083358269	0.191853607	0.146761936	0.127295955	0.578460373
TCGA-49-6742-01A	0	0.039254797	0.094164366	0.022381881	0	0.142748436
TCGA-49-6743-11A	0	0.086761576	0.318512414	0.208727573	0.175303588	0.486035297
TCGA-49-6743-01A	0.051891136	0.077395855	0.183710547	0.197045357	0.094032251	0.421074501
TCGA-49-6744-11A	0.101873195	0.049877406	0.541040972	0.209336258	0.372025186	0.659219774
TCGA-49-6744-01A	0.339431773	0.177291201	0.347261739	0.146904793	0.111406372	0.961381924
TCGA-49-6745-11A	0	2.33E-05	0.325082393	0.167416203	0.121678633	0.350124695
TCGA-49-6745-01A	0.00729684	0.191952554	0.241041953	0.202187173	0.131349296	0.589953119
TCGA-49-6761-11A	0.022111132	0.056201867	0.53872901	0.179687411	0.143310094	0.624838346
TCGA-49-6761-01A	0.025617933	0.11890837	0.167994058	0.079493655	0	0.382059799
TCGA-49-6767-01A	0.063339513	0.181176517	0.117832829	0.063480684	0	0.494342348
TCGA-49-AAQV-01A	0.123687268	0.268879092	0.004046776	0.036636414	0	0.28234634
TCGA-49-AAR0-01A	0.182739199	0.207043953	0.026962122	0.035704606	0.035124723	0.485031474
TCGA-49-AAR2-01A	0.086075358	0.103353165	0.070740991	0.002831615	0	0.110679496
TCGA-49-AAR3-01A	0.033350623	0.313372998	0.13324835	0.241342161	0.000867912	0.634039949
TCGA-49-AAR4-01A	0.197694031	0.313992276	0.589289625	0.129332906	0.001477221	0.502453295
TCGA-49-AAR9-01A	0	0.115287412	0.082425094	0.023405549	0.055912718	0.250103428
TCGA-49-AARE-01A	0.037670114	0.106874223	0	0.020433159	0	0.196447676
TCGA-49-AARN-01A	0.155733224	0.198631071	0	0.05857328	0	0.28537131
TCGA-49-AARO-01A	0.152010297	0.357521704	0.001038949	0.156672847	0.032728632	0.699753074
TCGA-49-AARQ-01A	0.089596889	0.083979243	0.060742013	0.014504489	0	0.178163264
TCGA-49-AARR-01A	0.11869496	0.212298092	0.085934462	0.168170744	0.096987797	0.315709525
TCGA-4B-A93V-01A	0.03412578	0	0.086110817	0.025357192	0	0.07714512
TCGA-50-5044-01A	0	0.151474924	0.082841328	0.024714637	0.051741588	0.370550402
TCGA-50-5045-01A	0.239279541	0.232451958	0.146095213	0.18734433	0.129176288	0.541101164
TCGA-50-5049-01A	0.289720091	0.287755981	0.442324111	0.252971794	0.329339327	0.797419396
TCGA-50-5051-01A	0.044258009	0.049332951	0	0	0	0.049392516
TCGA-50-5055-01A	0.918827762	0.594372918	0.171776805	0.161377309	0	0.794235886
TCGA-50-5066-01A	0.046467288	0	0.313393905	0.100259284	0.079874687	0.322300145
TCGA-50-5066-02A	0.036637815	0.127152946	0.128953636	0.109397567	0.127776577	0.276251706
TCGA-50-5068-01A	0.110958706	0.013199744	0.291151389	0.152984094	0.077295354	0.322401594
TCGA-50-5072-01A	0	0.063127579	0.125230961	0.064627554	0.023685541	0.29299618
TCGA-50-5930-11A	0.043910515	0.094482043	0.321774792	0.238676009	0.333400523	0.618195099
TCGA-50-5930-01A	0.175238418	0.084951888	0.19387215	0.064394383	0.069806314	0.384744762
TCGA-50-5931-11A	0	0.040552082	0.402116801	0.232489206	0.141472866	0.709414783
TCGA-50-5931-01A	0.064459829	0.01455648	0.149644277	0.005909429	0.009260527	0.235418687
TCGA-50-5932-11A	0.120499967	0.092115872	0.55283531	0.213312148	0.234604781	0.817074015
TCGA-50-5932-01A	0.019046378	0.0457374	0.043939796	0.022538184	0	0.198287332
TCGA-50-5933-11A	0	0	0.371349632	0.510713961	0.029942547	0.727054214
TCGA-50-5933-01A	0	0.190245833	0.189137266	0.210960562	0.230053563	0.883730288
TCGA-50-5935-11A	0.113036315	0.112746906	0.434102598	0.179980313	0.218685914	0.695318808
TCGA-50-5935-01A	0.173624519	0.132123889	0.145710014	0.03197454	0	0.594701335
TCGA-50-5936-11A	0.056883134	0.102988374	0.531866618	0.329850709	0.185296226	0.737317471
TCGA-50-5936-01A	0	0.095429429	0.075541193	0.076542431	0	0.575091847
TCGA-50-5939-11A	0.117034092	0.132685443	0.265500028	0.304454021	0.32484911	0.706543238
TCGA-50-5939-01A	0.213084515	0.231671956	0.015278123	0.175523396	0.061884535	0.600875133
TCGA-50-5941-01A	0.512264515	0.261278963	0.289882183	0.176582366	0.044317409	1.143109021
TCGA-50-5942-01A	0.06206471	0.118198536	0.163106117	0.020023607	0	0.310875962
TCGA-50-5944-01A	0.02537103	0.049126313	0.154045517	0.056393225	0.074546913	0.414046145
TCGA-50-5946-01A	0.037488048	0.081812595	0.020151506	0.005743481	0.002543766	0.135468891
TCGA-50-5946-02A	0.050677882	0.122720382	0.137768068	0.064493727	0.046327959	0.26017629
TCGA-50-6590-01A	0.207360008	0.361344462	0.026331312	0.176499832	0.001819473	0.730923616
TCGA-50-6591-01A	0	0.092308416	0	0.026637028	0	0.091855825
TCGA-50-6592-01A	0	0.11410373	0.407798879	0.236425191	0.01231289	0.657513494
TCGA-50-6593-01A	0.129420734	0.1083854	0.08965281	0.108586567	0.111893654	0.676768392
TCGA-50-6594-01A	0	0.033729442	0.187633105	0.030042754	0	0.393696733
TCGA-50-6595-11A	0.151982608	0.136833336	0.671277931	0.209392086	0.206637801	0.778730025
TCGA-50-6595-01A	0	0.170887803	0.083989456	0.205056227	0	0.578997796
TCGA-50-6597-01A	0.17172576	0.24092721	0.070470398	0	0	0.291627377
TCGA-50-6673-01A	0.054634399	0.141696031	0.133388874	0.066074674	0.08860426	0.413385694
TCGA-50-7109-01A	0.084206035	0.091439857	0.16748645	0.066280278	0.009503446	0.253565485
TCGA-50-8457-01A	0.313303244	0.288945892	0.216092133	0.134526194	0.067057545	0.464193374
TCGA-50-8459-01A	0.153686955	0.311021941	0.08101355	0.226830848	0.333725915	0.668903083
TCGA-50-8460-01A	0.149210954	0.21238847	0.123867702	0.03411648	0	0.425427505
TCGA-53-7624-01A	0.049933812	0.158892705	0.008341749	0.120417374	0	0.298723575
TCGA-53-7626-01A	0.378521475	0.207387705	0.419535067	0.267592303	0.197267918	0.85513946
TCGA-53-7813-01A	0.086371477	0.005317015	0.163537096	0.023198795	0	0.068602139
TCGA-53-A4EZ-01A	0.079834556	0.080953803	0	0.021282563	0	0.092892724
TCGA-55-1592-01A	0.040613447	0.076290436	0.119048372	0.116820537	0.224083849	0.418818462
TCGA-55-1594-01A	0.103316403	0.087694323	0.103506803	0.059373656	0.031182147	0.335504519
TCGA-55-1595-01A	0.081824164	0.126000366	0.090039975	0.058298585	0.039677808	0.313940175
TCGA-55-1596-01A	0	0.000588376	0.124265451	0.088755564	0	0.199968849
TCGA-55-5899-01A	0.041321843	0.06243694	0.15277274	0.062549722	0.052476292	0.343136754
TCGA-55-6543-01A	0.021694132	0.07358303	0.072100378	0.132060876	0.039250169	0.536093841
TCGA-55-6642-01A	0.302964806	0.051923275	0.266967553	0.112441448	0	0.416342941
TCGA-55-6712-01A	0.142170729	0.23800565	0.30897226	0.165142507	0	0.715968332
TCGA-55-6968-11A	0.192655014	0.334245744	0.100333978	0.264584986	0.194201655	0.664305369
TCGA-55-6968-01A	0.154267827	0.148882223	0.181906021	0.168058115	0.00149659	0.605434266
TCGA-55-6969-11A	0.148473267	0.244190007	0.180882339	0.193074062	0.26777431	0.677412455
TCGA-55-6969-01A	0.293639603	0.164793924	0.261840687	0.136728209	0	0.610001761
TCGA-55-6970-11A	0.115286271	0.314345477	0.584064666	0.363318067	0.388408284	0.911907373
TCGA-55-6970-01A	0.063200878	0.137857827	0.144299717	0.103088647	0.10355304	0.430301737
TCGA-55-6971-11A	0.081728833	0.124243848	0.286599106	0.200375353	0.227197645	0.708512095
TCGA-55-6971-01A	0.355401663	0.348908626	0.296023102	0.272534197	0.078392393	0.824086972
TCGA-55-6972-11A	0	0.196661764	0.559427039	0.249892841	0.267197809	0.518368198
TCGA-55-6972-01A	0	0	0	0	0	0
TCGA-55-6975-11A	0.043941693	0.112583721	0.277508757	0.252392788	0.130922526	0.495972404
TCGA-55-6975-01A	0.0099364	0.105765308	0.116056984	0.048929627	0	0.336401495
TCGA-55-6978-11A	0.016326651	0.130060003	0.503565608	0.275249175	0.204185568	0.638322909
TCGA-55-6978-01A	0	0.283625172	0.501097678	0.380400948	0.109393567	0.885273634
TCGA-55-6979-11A	0.106615687	0.216440787	0.320555163	0.357539899	0.329664697	1.135180045
TCGA-55-6979-01A	0.139922766	0.363495842	0.16609266	0.299980248	0.247740232	0.853406327
TCGA-55-6980-11A	0.105829615	0.218343381	0.2841193	0.165688693	0.132448842	0.642005833
TCGA-55-6980-01A	0.285759675	0.209509603	0.125408554	0.095407488	0	0.864007983
TCGA-55-6981-11A	0.131725755	0.17519587	0.308012812	0.24572739	0.330629694	0.730894944
TCGA-55-6981-01A	0.109352977	0.080267271	0.107939014	0.024411004	0	0.428933931
TCGA-55-6982-11A	0.119778555	0.330267664	0.478624378	0.260657608	0.331156539	0.924734428
TCGA-55-6982-01A	0.134646966	0.101278254	0.055085986	0.103770592	0.038292531	0.665007536
TCGA-55-6983-11A	0.205160392	0.051935888	0.316572772	0.194736498	0.251958811	0.910206702
TCGA-55-6983-01A	0.335050881	0.259288144	0.142840776	0.107078873	0.018488884	0.415100367
TCGA-55-6984-11A	0.002541884	0.132974186	0.172000924	0.173792308	0.176770879	0.553109283
TCGA-55-6984-01A	0.019213997	0.175188398	0.018718605	0.072435062	0	0.141702025
TCGA-55-6985-11A	0.087306609	0.128112349	0.314711439	0.353296662	0.13668654	0.921709334
TCGA-55-6985-01A	0.123328548	0.148370883	0.214254279	0.166449859	0	0.539148218
TCGA-55-6986-11A	0.01235548	0.171233367	0.298567107	0.205098574	0.157678514	0.448178873
TCGA-55-6986-01A	0.089853653	0.110631639	0.034363609	0.03601736	0.005216662	0.325365197
TCGA-55-6987-01A	0.326653018	0.154276725	0.571295038	0.228380852	0.049315477	0.761069945
TCGA-55-7227-01A	0.054527775	0.227673895	0.143083779	0.144505229	0.059488155	0.588978537
TCGA-55-7281-01A	0.111949882	0.229050861	0.021227901	0.146984645	0.16864568	0.503483631
TCGA-55-7283-01A	0.034783785	0.0795218	0.194928159	0.060780306	0.008474407	0.356916781
TCGA-55-7284-01B	0.082601041	0.176414664	0.204305335	0.144039788	0.271180304	0.508257461
TCGA-55-7570-01A	0.07107665	0.015521539	0.123141385	0.000383617	0	0.082949817
TCGA-55-7573-01A	0.439933652	0.250920503	0.176532779	0.075941306	0	0.83362721
TCGA-55-7574-01A	0.364084011	0.437504605	0.281283507	0.175290628	0.170917552	0.445445549
TCGA-55-7576-01A	0.138094322	0.136471925	0.118954238	0.078578304	0.032149093	0.534660588
TCGA-55-7724-01A	0.055579598	0.026866949	0.442031091	0.174710073	0.234801013	0.622330201
TCGA-55-7725-01A	0.081302432	0.075016928	0.283163404	0.104812204	0	0.380266833
TCGA-55-7726-01A	0	0.102610957	0.241525887	0.141021677	0.011373723	0.600262853
TCGA-55-7727-01A	0.194231715	0.06237758	0.327974512	0.088065791	0.033217628	0.453152347
TCGA-55-7728-01A	0.089452921	0.413559937	0	0.209684677	0.27778405	0.947010905
TCGA-55-7815-01A	0	0.05183043	0.435367506	0.152090801	0.11327957	0.48990367
TCGA-55-7903-01A	0.007516417	0.091153795	0.153859066	0.084862713	0	0.232245936
TCGA-55-7907-01A	0.030959885	0.122117658	0.274668161	0.099258089	0.111632096	0.46116369
TCGA-55-7910-01A	0.040343084	0	0.106410964	0.092240151	0	0.117425037
TCGA-55-7911-01A	0.019012976	0.188333815	0.263632006	0.176665803	0	0.433783461
TCGA-55-7913-01B	0.008412019	0.043177647	0.023781307	0.059749637	0	0.155047367
TCGA-55-7914-01A	0.138405346	0.178620029	0.145566945	0.03579702	0.014250762	0.41015307
TCGA-55-7994-01A	0.18334535	0.157385248	0.364316639	0.18872168	0.037383949	0.905583474
TCGA-55-7995-01A	0.192902612	0.300450188	0.368037134	0.244116287	0.054983133	0.901845891
TCGA-55-8085-01A	0.188257864	0.076712173	0.164969146	0.065442282	0	0.497162222
TCGA-55-8087-01A	0.056939608	0.185872274	0.042050566	0.052535139	0.005470993	0.455895792
TCGA-55-8089-01A	0.118388947	0.197889489	0.768661428	0.340337211	0.284728563	0.901472832
TCGA-55-8090-01A	0.023806865	0.188409344	0	0.082124173	0.047622853	0.391258233
TCGA-55-8091-01A	0.227693419	0.095676898	0.175983123	0.153030327	0.03847019	0.84531956
TCGA-55-8092-01A	0.311161353	0.206950563	0.279683092	0.15256982	0	0.424915983
TCGA-55-8094-01A	0	0	0	0	0	4.03E-05
TCGA-55-8096-01A	0.111821302	0.17268529	0.081835115	0.135928897	0.0979675	0.63068815
TCGA-55-8097-01A	0.050146895	0.235295735	0.095226814	0.041849012	0.030541413	0.377655375
TCGA-55-8203-01A	0.230791426	0.216305269	0.06340629	0.07561546	0	0.295733449
TCGA-55-8204-01A	0.042526373	0.134148048	0.152619033	0.18068554	0.014599708	0.386355137
TCGA-55-8205-01A	0.159056704	0.260568236	0.359646472	0.351212022	0.252814358	1.249548473
TCGA-55-8206-01A	0.208315796	0.296746044	0.10829455	0.285628549	0.163210164	0.892512018
TCGA-55-8207-01A	0	0.092954075	0.199478334	0.116864062	0.132420213	0.464505851
TCGA-55-8208-01A	0.277696399	0.33947324	0.218203728	0.320649785	0.248250331	0.90823115
TCGA-55-8299-01A	0.028291904	0.214224537	0.445487711	0.242443349	0	0.69389797
TCGA-55-8301-01A	0.304511998	0.273118725	0.196105477	0.16677066	0	0.704555203
TCGA-55-8302-01A	0.040404717	0.113315675	0.082074052	0.101978247	0.021676494	0.408774634
TCGA-55-8505-01A	0	0.097058721	0	0.07957846	0.026687752	0.222220302
TCGA-55-8506-01A	0	0.133294979	0.034526212	0.076790756	0.004487426	0.418296007
TCGA-55-8507-01A	0.042841888	0.089225562	0	0.093413554	0	0.276304292
TCGA-55-8508-01A	0.273998028	0.046148234	0.066707304	0.085466264	0	0.219136487
TCGA-55-8510-01A	0.108027436	0.26096252	0.109965166	0.139685768	0.145806112	0.613898689
TCGA-55-8511-01A	0.245717664	0.287085667	0.098099259	0.131810446	0.063556054	0.432318272
TCGA-55-8512-01A	0	0.077339113	0.051420815	0.103498888	0	0.195049953
TCGA-55-8513-01A	0.129303871	0.268395576	0.032148935	0.202055647	0.523809629	0.611775355
TCGA-55-8514-01A	0.068726656	0.107231511	0	0.02872008	0	0.336697314
TCGA-55-8614-01A	0.003729892	0.149401637	0.075210609	0.192229559	0	0.252742239
TCGA-55-8615-01A	0	0.058282883	0	0.002932842	0	0.09262042
TCGA-55-8616-01A	0.085533874	0.162161847	0.062288204	0.020663174	0.043223176	0.151679979
TCGA-55-8619-01A	0.232109263	0.359739128	0.172198606	0.181566583	0.218998426	0.610483445
TCGA-55-8620-01A	0.145672772	0.156710503	0.062938067	0.051203377	0	0.269163037
TCGA-55-8621-01A	0.142949132	0.231208899	0.260800879	0.225817977	0.230356129	0.741682546
TCGA-55-A48X-01A	0.483278191	0.509138841	0	0.141328382	0.05187241	0.436981273
TCGA-55-A48Y-01A	0	0.077645295	0.039522258	0.012234374	0	0.352973269
TCGA-55-A48Z-01A	0.282644256	0.157996311	0.043640426	0.019437516	0	0.672024919
TCGA-55-A491-01A	0.142004906	0.228848191	0.134911539	0.007638099	0.066679081	0.564691606
TCGA-55-A492-01A	0	0.032568512	0.011739786	0	0	0.023607102
TCGA-55-A493-01A	0.059605302	0.32676217	0.30687663	0.19908477	0	0.9587003
TCGA-55-A494-01A	0.029849526	0.069087962	0.035534187	0	0	0.031081627
TCGA-55-A4DF-01A	0.088798636	0.234945431	0.190502952	0.201391775	0.004238918	0.624664994
TCGA-55-A4DG-01A	0.272734663	0.19980277	0.200881739	0.036419479	0.09878701	0.457142257
TCGA-55-A57B-01A	0.046915754	0.195621269	0.159896502	0.140453417	0.069989288	0.498536949
TCGA-62-8394-01A	0.154617128	0.131205739	0.044026474	0.034948571	0	0.53172468
TCGA-62-8395-01A	0.087596594	0.109908634	0.100209462	0.057427281	0.030640373	0.330384848
TCGA-62-8397-01A	0.161365933	0	0.102175251	0	0	0.387953215
TCGA-62-8398-01A	0.039661551	0.127299912	0.085652252	0.102520442	0.003476867	0.293667964
TCGA-62-8399-01A	0	0.041590279	0.139118537	0.173285951	0.01996167	0.224897531
TCGA-62-8402-01A	0.08534711	0.232852508	0.141875366	0.197164304	0	0.441478009
TCGA-62-A46O-01A	0.029458934	0.010496445	0.050717258	0.006543439	0	0.07584244
TCGA-62-A46P-01A	0.016656166	0.034912504	0	0.005294994	0	0
TCGA-62-A46R-01A	0.032181901	0.128232135	0.207768879	0.116300977	0	0.476309234
TCGA-62-A46S-01A	0.018977685	0.119630164	0.074037316	0.047014802	0.011170627	0.285502582
TCGA-62-A46U-01A	0.156490103	0.39841304	0.1910038	0.444422641	0.006038043	1.725787354
TCGA-62-A46V-01A	0.014473666	0.070667167	0	0.029025254	0	0.320405167
TCGA-62-A46Y-01A	0.082057222	0.157707715	0.094461628	0.121289577	0.088813817	0.393978154
TCGA-62-A470-01A	0.03459526	0.035958085	0.023641413	0.015649189	0.066689627	0.199852158
TCGA-62-A471-01A	0	0.040230705	0.086914625	0.022412919	0	0.058394153
TCGA-62-A472-01A	0.06003325	0.119451628	0.179071094	0.087266142	0.018307046	0.398582253
TCGA-64-1676-01A	0.03185022	0	0.115859244	0.095192415	0.111036711	0.363352935
TCGA-64-1677-01A	0.115855954	0.027048913	0.071733589	0.02433269	0	0.081447889
TCGA-64-1678-01A	0	0	0	0	0	0
TCGA-64-1679-01A	0.011226113	0.134837139	0.089657918	0.16216331	0.132378016	0.591685245
TCGA-64-1680-01A	0.174580963	0	0.025799744	0	0	0.247980753
TCGA-64-1681-01A	0.029364751	0.148032586	0.084096973	0.078733287	0	0.456958719
TCGA-64-5774-01A	0.050257021	0.07677667	0.019133395	0.006886333	0	0.08907413
TCGA-64-5775-01A	0	0.081539709	0.085409259	0.046306688	0.065001759	0.367314073
TCGA-64-5778-01A	0.353580343	0.071307213	0.342003942	0.073771283	0	0.530037968
TCGA-64-5779-01A	0.239945958	0.159481929	0.207952523	0.096239493	0	0.235479087
TCGA-64-5781-01A	0.02499	0.047482297	0.398718378	0.09189383	0	0.227942336
TCGA-64-5815-01A	0	0.189709437	0.052508693	0.144927298	0.092437766	0.705749525
TCGA-67-3770-01A	0.069871333	0	0.191341394	0.011808852	0.11386967	0.450969242
TCGA-67-3771-01A	0.09637085	0.080115787	0.220912504	0.121288623	0.131695303	0.49812932
TCGA-67-3772-01A	0.074304524	0.016681741	0.164963642	0.076425176	0.044364785	0.340786939
TCGA-67-3773-01A	0.151662398	0	0.165853904	0.04332004	0.02593887	0.461514988
TCGA-67-3774-01A	0.117568774	0.126167192	0.188190866	0.093984479	0.035019668	0.46753592
TCGA-67-4679-01B	0.02598142	0.144523914	0.158246669	0.095251338	0.049673797	0.44960114
TCGA-67-6215-01A	0	0.101416726	0.039800142	0.05057161	0.06752442	0.34942433
TCGA-67-6216-01A	0.130880079	0.148905572	0.048598194	0.095335475	0.015490411	0.452477121
TCGA-67-6217-01A	0.156775414	0.157863444	0.205521754	0.087637173	0.01307915	0.421985874
TCGA-69-7760-01A	0	0	0.033396512	0	0	0.074198403
TCGA-69-7761-01A	0.325064961	0.367127823	0.282135663	0.227762317	0.04867789	0.942846605
TCGA-69-7763-01A	0.013254593	0.083140453	0.086503138	0.095205049	0.035080419	0.257194536
TCGA-69-7764-01A	0.042086772	0.07107272	0.201207913	0.025347981	0	0.197709067
TCGA-69-7765-01A	0.075732681	0.094911994	0.22536789	0.103315629	0.026321507	0.495718973
TCGA-69-7973-01A	0.075618371	0.098120111	0.07474126	0.029855621	0.052381957	0.173812183
TCGA-69-7974-01A	0.108794714	0.14596171	0.153614911	0.225533916	0.260824185	0.629417021
TCGA-69-7978-01A	0.330354017	0.274076455	0.451454814	0.25138919	0.162425797	1.26047136
TCGA-69-7979-01A	0	0.072278731	0.032815602	0.035987879	0.041352461	0.212317299
TCGA-69-7980-01A	0.033635696	0.205845513	0.156500708	0.157126959	0.103537833	0.401744836
TCGA-69-8253-01A	0.027001119	0.040201695	0.06246906	0.049749129	0	0.228206629
TCGA-69-8254-01A	0.133859146	0.146694363	0.184418248	0.111124275	0.057826151	0.407685131
TCGA-69-8255-01A	0.115182729	0.042774577	0.363461401	0.068082555	0	0.196691329
TCGA-69-8453-01A	0.195301996	0.217900455	0.190486231	0.215446777	0.231308544	1.032692954
TCGA-69-A59K-01A	0.179165799	0.09457047	0.157329506	0.11889799	0.112915461	0.328686758
TCGA-71-6725-01A	0.052929406	0.04809202	0.129011505	0.024409558	0	0.362334524
TCGA-71-8520-01A	0	0.156571825	0.06568073	0.058645801	0.104433679	0.423218624
TCGA-73-4658-01A	0.104832113	0.146233056	0.23968419	0.17932891	0.269147488	0.612007175
TCGA-73-4659-01A	0.006167568	0.05519092	0.034602428	0.091257218	0.22171745	0.28272769
TCGA-73-4662-01A	0.181744374	0.198581575	0.180655375	0.110392103	0.029218317	0.505775896
TCGA-73-4666-01A	0.012741378	0.077008768	0.432846291	0.185121728	0.107946426	0.593940722
TCGA-73-4668-01A	0	0.012190133	0.163459666	0.056586593	0.058097842	0.262396919
